Column2,Unnamed: 0,Column1,archivo_pdf,ruta_pdf,tipo,unidad,ministerio,nivel,viceministerio_reporta,funciones,clasificacion_justificacion,estado,error,unit_id,unidad_norm,matriz_label
201,22200.0,32100.0,138_ministerio_de_comercio_exterior_y_turismo_mincetur_rof.pdf,rofs_peru/pdfs/138_ministerio_de_comercio_exterior_y_turismo_mincetur_rof.pdf,centralizada,Ministerio de Comercio Exterior y Turismo,Ministerio de Comercio Exterior y Turismo,Ministerio,,"Conducir la política de comercio exterior y turismo; llevar a cabo negociaciones comerciales internacionales; analizar flujos y tendencias del comercio internacional; mejorar condiciones de acceso a mercados para exportaciones; maximizar beneficios de la integración comercial; fomentar inversión y promoción del comercio internacional; y promover políticas, estrategias y acciones para diversificar y consolidar la oferta y demanda turística, facilitar la actividad turística y fortalecer la institucionalidad del sector.",,,,ce2e9f09e83d14bac2900bc6,ministerio de comercio exterior y turismo,Ministerio de Comercio Exterior y Turismo
204,22500.0,35400.0,"Decreto Supremo N°006-2019-JUS, que modifica los artículos 96 y 100 del ROF MINJUSDH (Vigente).pdf","rofs_peru/pdfs/Decreto Supremo N°006-2019-JUS, que modifica los artículos 96 y 100 del ROF MINJUSDH (Vigente).pdf",centralizada,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Ministerio,,"""Orientar y contribuir con el establecimiento de la política criminal y formular la política penitenciaria del Estado, así como implementar la política de reinserción social de las y los adolescentes en Conflicto con la Ley Penal"".
El Ministerio de Justicia y Derechos Humanos, en el marco de sus competencias, aprueba mediante Resolución Ministerial, las normas complementarias que requiera la aplicación del presente Decreto Supremo.
El Ministerio de Justicia y Derechos Humanos aprueba el Manual de Operaciones del Programa propuesto por la Oficina General de Planeamiento, Presupuesto y Modernización mediante Resolución Ministerial, en un plazo no mayor de treinta (30) días contados a partir del día siguiente de entrada en vigencia del presente Decreto Supremo.
El Ministerio de Justicia y Derechos Humanos aprueba el Plan de Implementación propuesto por la Dirección General de Asuntos Criminológicos mediante Resolución Ministerial, en un plazo no mayor de sesenta (60) días de entrada en vigencia del presente Decreto Supremo.","El PRONACEJ se crea en el ámbito del Ministerio de Justicia y Derechos Humanos, su director ejecutivo es designado por resolución ministerial y su financiamiento proviene del presupuesto institucional del Ministerio, caracterizando a esta unidad como una estructura funcional centralizada dentro del ministerio.",ok,,924a61c25e5d850cb2c5e058,ministerio de justicia y derechos humanos,Ministerio de Justicia y Derechos Humanos
205,22600.0,35500.0,"Decreto Supremo N°006-2019-JUS, que modifica los artículos 96 y 100 del ROF MINJUSDH (Vigente).pdf","rofs_peru/pdfs/Decreto Supremo N°006-2019-JUS, que modifica los artículos 96 y 100 del ROF MINJUSDH (Vigente).pdf",centralizada,Dirección General de Asuntos Criminológicos,Ministerio de Justicia y Derechos Humanos,Dirección General,,"Evaluar, diseñar y formular políticas del Estado en materia criminal y penitenciaria; efectuar el seguimiento y la ejecución de dichas políticas; crear, estudiar y proponer políticas destinadas a combatir la delincuencia de manera rápida, firme y eficaz; y proponer mejoras al sistema penitenciario para la reinserción de las personas privadas de libertad y la seguridad ciudadana.","El PRONACEJ se crea en el ámbito del Ministerio de Justicia y Derechos Humanos, su director ejecutivo es designado por resolución ministerial y su financiamiento proviene del presupuesto institucional del Ministerio, caracterizando a esta unidad como una estructura funcional centralizada dentro del ministerio.",ok,,eab3bb8b259d87c7bf8b3ad5,direccion general de asuntos criminologicos,Dirección General de Asuntos Criminológicos
206,22700.0,35600.0,"Decreto Supremo N°006-2019-JUS, que modifica los artículos 96 y 100 del ROF MINJUSDH (Vigente).pdf","rofs_peru/pdfs/Decreto Supremo N°006-2019-JUS, que modifica los artículos 96 y 100 del ROF MINJUSDH (Vigente).pdf",centralizada,Programa Nacional de Centros Juveniles - PRONACEJ,Ministerio de Justicia y Derechos Humanos,Programa,,"a) Emitir normas técnicas relacionadas al Sistema Nacional de Reinserción Social del Adolescente en conflicto con la Ley Penal, promoviendo acciones de apoyo de las entidades del Sector Público y Privado.
b) Realizar el seguimiento y evaluación de la ejecución de las políticas, planes y lineamientos formulados para la aplicación de las medidas socioeducativas en el marco de la reinserción social del adolescente en conflicto con la Ley Penal.
c) Conducir y controlar la ejecución de acciones complementarias y de seguridad para la prestación adecuada de servicios y aplicación de las medidas socioeducativas a las intervenciones técnicas en los Centros Juveniles.
d) Informar al Ministerio de Justicia y Derechos Humanos las necesidades de inversiones para mejorar los servicios a través de la implementación de las medidas socioeducativas para la reinserción social del adolescente en conflicto con la Ley Penal.
e) Desarrollar investigaciones o estudios que permitan innovar las estrategias y metodologías para la intervención de adolescentes infractores en el marco del Sistema Nacional de Reinserción Social del Adolescente en Conflicto con la Ley Penal.
f) Las demás que establece el Código de Responsabilidad Penal del Adolescente y su Reglamento, el Manual de Operaciones o aquellas señaladas por norma expresa.","El PRONACEJ se crea en el ámbito del Ministerio de Justicia y Derechos Humanos, su director ejecutivo es designado por resolución ministerial y su financiamiento proviene del presupuesto institucional del Ministerio, caracterizando a esta unidad como una estructura funcional centralizada dentro del ministerio.",ok,,48df0ba07d7bb21659407423,programa nacional de centros juveniles pronacej,Programa Nacional de Centros Juveniles - PRONACEJ
207,22800.0,35700.0,11476_ministerio_de_vivienda_construccion_y_saneamiento_vivienda_rof.pdf,rofs_peru/pdfs/extras/VIVIENDA.pdf,centralizada,Despacho Viceministerial de Vivienda y Urbanismo,"MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",Viceministerio,,"Artículo 14.- Despacho Viceministerial de Vivienda y Urbanismo
El Despacho Viceministerial de Vivienda y Urbanismo está a cargo del Viceministro(a) de Vivienda y Urbanismo, quien es la autoridad inmediata al Ministro(a) en las materias de vivienda, urbanismo y desarrollo urbano, bienes estatales y propiedad urbana, a nivel nacional y sectorial.

Artículo 15.- Funciones del Despacho Viceministerial de Vivienda y Urbanismo
El Viceministro(a) de Vivienda y Urbanismo, por encargo del Ministro, tiene las siguientes funciones:
a) Formular, proponer, promover, coordinar, ejecutar, supervisar y evaluar las políticas nacionales y sectoriales, planes, estrategias, programas y proyectos vinculados a las materias de su competencia;
b) Proponer o aprobar normas, en lo que corresponda, así como lineamientos, directivas, entre otros, de alcance nacional sobre el desarrollo de las actividades en materias de su competencia;
c) Coordinar, orientar, supervisar y fiscalizar las actividades que cumplen los órganos de línea a su cargo, así como los organismos públicos y entidades públicas adscritas al Ministerio que se vinculen a las materias de vivienda, urbanismo y desarrollo urbano, conforme a la normatividad vigente;
d) Promover a nivel territorial, la constitución y formación de alianzas público - privadas para incentivar la inversión, coordinando con los organismos e instituciones y fomentando el diálogo, la concertación y la articulación en el ámbito de su competencia y la normatividad vigente;
e) Asesorar y colaborar con el Ministro(a) en las materias bajo su competencia, así como mantenerlo informado de su ejecución;
f) Conducir, supervisar, promover y orientar la investigación científica y tecnológica, para mejorar la calidad en las materias de su competencia, de conformidad con el marco de la normatividad vigente;
g) Resolver, en la instancia que le corresponda, los procedimientos administrativos de su competencia;
h) Expedir resoluciones viceministeriales en los asuntos de su competencia;
i) Formular, suscribir, ejecutar y supervisar, cuando corresponda, convenios, acuerdos, actas, entre otros, con las entidades del gobierno nacional, regional y local; y,
j) Las demás funciones que el Ministro(a) le encargue por delegación, o aquellas que le sean dadas por normatividad expresa.",reprocesado desde PDF extra: VIVIENDA.pdf,ok,,7bc148cb77e5811672f79d3e,despacho viceministerial de vivienda y urbanismo,Despacho Viceministerial de Vivienda y Urbanismo
208,22900.0,35800.0,11476_ministerio_de_vivienda_construccion_y_saneamiento_vivienda_rof.pdf,rofs_peru/pdfs/extras/VIVIENDA.pdf,centralizada,Despacho Viceministerial de Construcción y Saneamiento,"MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",Viceministerio,,"Artículo 16.- Despacho Viceministerial de Construcción y Saneamiento
El Despacho Viceministerial de Construcción y Saneamiento está a cargo del Viceministro(a) de Construcción y Saneamiento, quien es la autoridad inmediata al Ministro(a) en materias de construcción y saneamiento, a nivel nacional y sectorial.

Artículo 17.- Funciones del Despacho Viceministerial de Construcción y Saneamiento
El Viceministro(a) de Construcción y Saneamiento, por encargo del Ministro, tiene las siguientes funciones:
a) Formular, coordinar, ejecutar y supervisar las Políticas en Construcción y Saneamiento, bajo su competencia, en coordinación con los otros niveles de gobierno y con aquellos Sectores que se vinculen;
b) Formular políticas nacionales y sectoriales, normas, planes, estrategias, en materias de su competencia, así como supervisar y evaluar su cumplimiento, adoptando las medidas correctivas;
c) Proponer o aprobar normas, en lo que corresponda, así como lineamientos, directivas, entre otros, de alcance nacional sobre el desarrollo de las actividades en materias de su competencia;
d) Coordinar, orientar, supervisar y fiscalizar las actividades que cumplen los órganos de línea a su cargo, así como los organismos públicos y entidades públicas adscritas al Ministerio;
e) Promover a nivel territorial, la constitución y formación de alianzas público - privadas para incentivar la inversión, coordinando con los organismos e instituciones y fomentando el diálogo, la concertación y la articulación en el ámbito de su competencia y la normatividad vigente;
f) Asesorar y colaborar con el Ministro(a) en las materias de construcción y saneamiento, así como mantenerlo informado de su ejecución;
g) Conducir, supervisar, promover y orientar la investigación científica y tecnológica, para mejorar la calidad en la construcción y saneamiento, de acuerdo a la normatividad vigente;
h) Resolver, en la instancia que le corresponda, los procedimientos administrativos de su competencia;
i) Expedir resoluciones viceministeriales en los asuntos de su competencia;
j) Formular, suscribir, ejecutar y supervisar, cuando corresponda, convenios, acuerdos, actas, entre otros, con las entidades del gobierno nacional, regional y local; y,
k) Las demás funciones que el Ministro(a) le encargue por delegación, o aquellas que le sean dadas por normatividad expresa.",reprocesado desde PDF extra: VIVIENDA.pdf,ok,,eb5b7f8cd9a13410e7a40f06,despacho viceministerial de construccion y saneamiento,Despacho Viceministerial de Construcción y Saneamiento
209,23000.0,35900.0,11476_ministerio_de_vivienda_construccion_y_saneamiento_vivienda_rof.pdf,rofs_peru/pdfs/extras/VIVIENDA.pdf,centralizada,Dirección General de Políticas y Regulación en Vivienda y Urbanismo,"MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",Dirección General,Despacho Viceministerial de Vivienda y Urbanismo,"La Dirección General de Políticas y Regulación en Vivienda y Urbanismo, es el órgano de línea del Ministerio, responsable de formular y proponer las políticas nacionales y sectoriales en las materias de vivienda, urbanismo y desarrollo urbano; así como dictar normas, lineamientos y establecer los procedimientos para el ordenamiento, mejoramiento, protección e integración de los centros poblados, urbanos y rurales como sistema sostenibles en el territorio nacional, facilitando además, el acceso de la población a una vivienda digna, en especial de aquella población rural o de menores recursos. Depende jerárquicamente del Despacho Viceministerial de Vivienda y Urbanismo.

Funciones de la Dirección General de Políticas y Regulación en Vivienda y Urbanismo:

1. Proponer, difundir y supervisar las políticas nacionales y sectoriales, en el marco de sus competencias, de cumplimiento obligatorio por todas las entidades del Estado en todos los niveles de gobierno, de conformidad con la normatividad vigente;
2. Proponer o aprobar y difundir las normas, planes, reglamentos, lineamientos, directivas, procedimientos, metodologías, mecanismos y estándares, entre otros, de alcance nacional en las materias de vivienda, urbanismo y ordenamiento e integración de los centros poblados en el marco de las políticas y normas que se vinculen;
3. Normar y dictar lineamientos para el ordenamiento e integración de los centros poblados urbanos y rurales, así como los procesos de conurbación, expansión urbana, creación y reasentamiento de centros poblados, de manera coordinada, articulada y cooperante con los sectores vinculantes y los gobiernos regionales y locales;
4. Aprobar o proponer normas, lineamientos, directivas y procedimientos de alcance nacional, en la determinación de aranceles y asistir técnicamente en su aplicación;
5. Aprobar o proponer la actualización o modificación del Reglamento Nacional de Tasaciones, conforme con la normatividad vigente;
6. Aprobar o proponer normas y procedimientos, entre otros, sobre el desarrollo de la construcción sostenible, en coordinación con los órganos competentes;
7. Aprobar o proponer normas y procedimientos, entre otros, sobre el desarrollo de la política sectorial relacionada con la administración de los servicios de saneamiento a cargo de las Entidades Prestadoras de Servicio de Saneamiento (EPS);
8. Asesorar, brindar asistencia técnica y capacitación, así como difundir las normas, estudios o documentos de competencia de la Dirección, promoviendo su conocimiento y aplicación;
9. Promover la participación de la inversión privada para la ejecución de los programas de vivienda, así como el desarrollo del mercado inmobiliario en el ámbito de su competencia;
10. Desarrollar acciones de apoyo, capacitación y asistencia técnica a los gobiernos regionales y locales en la implementación, desarrollo y seguimiento de las normas nacionales y sectoriales en materia de vivienda;
11. Generar, administrar, analizar, sistematizar, actualizar y mantener registros de información en las materias de su competencia a nivel nacional, para la adecuada implementación de las políticas nacionales y sectoriales;
12. Promover mecanismos de articulación con los gobiernos regionales y locales y la sociedad civil, para la implementación de las políticas y normas; así como promover las asociaciones público-privadas en materia de vivienda, urbanismo y desarrollo urbano;
13. Opinar sobre las iniciativas de políticas, normas, planes, programas y proyectos en las materias de su competencia;
14. Organizar, fomentar, desarrollar y sistematizar la información sobre vivienda, en coordinación con las entidades vinculadas a esta materia;
15. Promover y coordinar la elaboración del Plan de Desarrollo Urbano Nacional, los Planes Regionales, los Planes de Desarrollo Urbano Local y los instrumentos de gestión urbana previstos en la normativa vigente, para el cumplimiento de sus fines;
16. Proponer y aprobar el Plan Anual de Desarrollo de Capacidades y Asistencia Técnica, en las áreas de competencia;
17. Proponer y aprobar planes nacionales y sectoriales para el desarrollo y promoción del acceso a la vivienda y mejora de la calidad de vida urbana y rural, incluyendo la reducción de la informalidad;
18. promover la investigación, el desarrollo e innovación en vivienda, urbanismo y desarrollo urbano;
19. Desarrollar mecanismos de participación y consulta con la sociedad civil organizada en la elaboración y evaluación de políticas y normas en vivienda, urbanismo y desarrollo urbano;
20. Promover la concertación interinstitucional para la implementación de las políticas, planes, programas y proyectos vinculados a su competencia;
21. Coordinar y supervisar las actividades que cumplen los órganos de línea a su cargo, así como los organismos públicos y entidades públicas adscritas al Ministerio que se vinculen a las materias de vivienda, urbanismo y desarrollo urbano, conforme a la normatividad vigente;
22. Proponer y aprobar normas, planes, reglamentos, lineamientos, directivas, procedimientos, metodologías, mecanismos y estándares, entre otros, de alcance nacional, sobre ordenamiento, mejoramiento, protección e integración de centros poblados, urbanos y rurales, crecimiento y desarrollo urbano sostenible, cambio climático y riesgo del desastre en el marco de políticas sectoriales;
23. Desarrollar mecanismos de articulación con los gobiernos regionales y locales y la sociedad civil, para la implementación de las políticas y normas; así como promover las asociaciones público-privadas en materia de urbanismo y desarrollo urbano;
24. Promover la participación de la inversión privada para la ejecución de programas y proyectos en urbanismo y desarrollo urbano en el ámbito de su competencia; y
25. Las demás funciones que le encargue la Ley.",reprocesado desde PDF extra: VIVIENDA.pdf,ok,,80b5017185e6d2991671d6cb,direccion general de politicas y regulacion en vivienda y urbanismo,Dirección General de Políticas y Regulación en Vivienda y Urbanismo
210,23100.0,36000.0,11476_ministerio_de_vivienda_construccion_y_saneamiento_vivienda_rof.pdf,rofs_peru/pdfs/extras/VIVIENDA.pdf,centralizada,Dirección General de Programas y Proyectos en Vivienda y Urbanismo,"MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",Dirección General,Despacho Viceministerial de Vivienda y Urbanismo,"Gestionar, coordinar, promover y hacer seguimiento a la ejecución de acciones, programas y proyectos en materia de construcción y saneamiento; diseñar estrategias de intervención para proyectos de saneamiento; elaborar lineamientos y planes para gestión y ejecución de programas y proyectos; promover y coordinar intervenciones; elaborar lineamientos de supervisión de ejecución de proyectos de inversión; diseñar e implementar metodologías e instrumentos técnicos; y hacer seguimiento a la ejecución en su ámbito de competencia. Nota: el nombre oficial localizado es Construcción y Saneamiento, no Vivienda y Urbanismo.",reprocesado desde PDF extra: VIVIENDA.pdf,ok,,d4c2344750c5e82a46aa0975,direccion general de programas y proyectos en vivienda y urbanismo,Dirección General de Programas y Proyectos en Vivienda y Urbanismo
211,23200.0,36100.0,11476_ministerio_de_vivienda_construccion_y_saneamiento_vivienda_rof.pdf,rofs_peru/pdfs/extras/VIVIENDA.pdf,centralizada,Dirección General de Accesibilidad y Desarrollo Tecnológico,"MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",Dirección General,Despacho Viceministerial de Vivienda y Urbanismo,"La Dirección General de Accesibilidad y Desarrollo Tecnológico, es el órgano de línea del Ministerio responsable de normar, promover y supervisar en materia de accesibilidad de las personas con discapacidad, madres gestantes y adultos mayores, así como contribuir con la innovación, calidad y desarrollo de tecnologías en las materias de su competencia. Depende jerárquicamente del Despacho Viceministerial de Vivienda y Urbanismo.

Son funciones de la Dirección General de Accesibilidad y Desarrollo Tecnológico, las siguientes:
a) Normar, promover y supervisar la edificación de las infraestructuras que permitan el acceso de las personas con discapacidad, madres gestantes y adultos mayores;
b) Desarrollar tecnologías, metodologías o mecanismos que sean necesarios para el cumplimiento de las políticas nacionales y sectoriales, en el ámbito de su competencia;
c) Dirigir las investigaciones y estudios que determinen el desempeño de las variables sectoriales, y las tendencias económicas, tecnológicas, sociales y ambientales, en las materias de su competencia;
d) Diseñar y monitorear el estudio de demanda competitivo y prospectivo en uso de tecnologías e innovación tecnológicas;
e) Diseñar y monitorear la detección de las capacidades necesarias para atender la demanda de servicios tecnológicos, en las materias de su competencia;
f) Identificar, diseñar y ejecutar las medidas selectivas de apoyo a la investigación aplicada, en las materias de su competencia;
g) Diseñar los procedimientos de proyectos de innovación en las materias de su competencia;
h) Promover y coordinar con las universidades, centros de investigación, entre otras entidades, innovaciones y desarrollos tecnológicos en la materia de su competencia;
i) Diseñar, organizar y ejecutar la sistematización de buenas prácticas en las materias de su competencia;
j) Asesorar a la Alta Dirección en las materias de su competencia;
k) Dirigir y supervisar la promoción de estudios e investigaciones en materia de vivienda, urbanismo y desarrollo urbano;
l) Expedir resoluciones directorales en las materias de su competencia, o las que le hayan sido delegadas, autenticar las copias que se soliciten y administrar el registro, numeración, distribución y custodia de las mismas;
m) Las demás funciones que le encargue el Viceministro(a) de Vivienda y Urbanismo o aquellas que le sean dadas por normatividad expresa.",reprocesado desde PDF extra: VIVIENDA.pdf,ok,,4b87e9fec5550f1a76d354bb,direccion general de accesibilidad y desarrollo tecnologico,Dirección General de Accesibilidad y Desarrollo Tecnológico
212,23300.0,36200.0,11476_ministerio_de_vivienda_construccion_y_saneamiento_vivienda_rof.pdf,rofs_peru/pdfs/extras/VIVIENDA.pdf,centralizada,Dirección General de Políticas y Regulación en Construcción y Saneamiento,"MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",Dirección General,Despacho Viceministerial de Construcción y Saneamiento,"La Dirección General de Políticas y Regulación en Construcción y Saneamiento, es el órgano de línea del Ministerio, responsable de formular y proponer las políticas nacionales y sectoriales en las materias de construcción y saneamiento, así como dictar normas, lineamientos y establecer los procedimientos para facilitar servicios de saneamiento y construcciones seguras y sostenibles, especialmente orientada a la población rural o de menores recursos; además regula la promoción de la inversión privada y el desarrollo del mercado inmobiliario, así como la disminución de la informalidad en materia de construcción. Depende jerárquicamente del Despacho Viceministerial de Construcción y Saneamiento.

Funciones de la Dirección General de Políticas y Regulación en Construcción y Saneamiento:
a) Proponer, difundir y supervisar las políticas nacionales y sectoriales en construcción y saneamiento, de cumplimiento obligatorio por todas las entidades del Estado en todos los niveles de gobierno, de conformidad con la normatividad vigente;
b) Proponer o aprobar y difundir las normas, planes, reglamentos, lineamientos, directivas, procedimientos, metodologías, mecanismos y estándares, entre otros, de alcance nacional en las materias de construcción y saneamiento, en el marco de sus competencias y conforme a las políticas y normas que se vinculen;
c) Aprobar o proponer, la actualización o modificación del Reglamento Nacional de Tasaciones, conforme a la normatividad vigente;
d) Aprobar o proponer normas y procedimientos, entre otros, sobre el desarrollo de la construcción sostenible, en coordinación con los órganos competentes;
e) Aprobar o proponer normas que promuevan la recuperación de espacios urbanos sub estándar, subutilizados o en proceso de deterioro;
f) Desarrollar acciones de apoyo, capacitación y asistencia técnica a los gobiernos regionales y locales en la implementación, desarrollo y seguimiento de las normas nacionales y sectoriales en materia de construcción;
g) Desarrollar acciones de apoyo, capacitación y asistencia técnica a los gobiernos regionales y locales en la implementación, desarrollo y seguimiento de las normas nacionales y sectoriales en materia de saneamiento;
h) Normar, aprobar y efectuar las tasaciones de bienes que soliciten las entidades y empresas estatales de derecho público o de derecho privado;
i) Normar, aprobar, ejecutar y supervisar las políticas nacionales sobre administración y adjudicación de terrenos de propiedad del Estado en el marco del Sistema Nacional de Bienes Estatales;
j) Proponer políticas, normas, lineamientos y especificaciones técnicas relacionadas con la generación, administración, actualización y mantenimiento de la información catastral integral, la formalización de predios urbanos y derechos sobre estos, en el marco del Sistema Nacional de Catastro;
k) Promover o gestionar el financiamiento de los sectores, a fin de impulsar su desarrollo, en coordinación con las entidades que correspondan;
l) Diseñar, promover y otorgar productos financieros, en el ámbito de su competencia y de acuerdo con las normas de la materia;
m) Otras que le encargue la ley;
n) Elaborar la política nacional y sectorial en materia de saneamiento, de cumplimiento obligatorio por todas las entidades del Estado de los tres niveles de gobierno, en coordinación con los órganos, programas del Ministerio, sus organismos públicos y entidades públicas adscritas y cuando corresponda con aquellas entidades vinculadas a las materias de su competencia, en concordancia con la normatividad vigente;
o) Elaborar y proponer lineamientos de política y el plan nacional en materia de saneamiento, en concordancia con la normatividad vigente;
p) Elaborar y difundir normas, reglamentos, planes, lineamientos, metodologías, directivas y procedimientos, entre otros, de alcance nacional, sobre el tratamiento de los residuos sólidos de instalaciones de saneamiento y otros en el ámbito de su competencia;
q) Normar y cautelar la ejecución de la política sectorial relacionada con la administración de los servicios de saneamiento a cargo de las Entidades Prestadoras de Servicios de Saneamiento – EPS;
r) Aprobar o proponer la actualización o modificación del Reglamento Nacional de Edificaciones, en coordinación con los órganos competentes;
s) Aprobar o proponer normas y procedimientos, entre otros, sobre la asignación de recursos a ser transferidos a las Entidades Prestadoras de los servicios de saneamiento y eventualmente a los gobiernos regionales y locales a fin que ejecuten proyectos de inversión en saneamiento, conforme a la normatividad de la materia;
t) Proponer, difundir y supervisar las políticas nacionales y sectoriales en materia de construcción, de cumplimiento obligatorio por todas las entidades del Estado de los tres niveles de gobierno, en coordinación con los órganos, programas del Ministerio, sus organismos públicos y entidades públicas adscritas y cuando corresponda con aquellas entidades vinculadas a las materias de su competencia, en concordancia con la normatividad vigente;
u) Proponer o aprobar y difundir normas, planes, reglamentos, lineamientos, directivas, procedimientos, metodologías, mecanismos y estándares, entre otros, de alcance nacional en las materias de construcción, en el marco de sus competencias y en armonía con la normatividad vigente;
v) Aprobar o proponer normas y procedimientos, entre otros, sobre el desarrollo de la construcción sostenible, en coordinación con los órganos competentes;
w) Elaborar lineamientos para la supervisión de la ejecución de los programas y proyectos del Ministerio, en las materias de construcción y saneamiento;
x) Diseñar e implementar metodologías e instrumentos técnicos para la gestión y ejecución de los programas y proyectos del sector en construcción y saneamiento;
y) Desarrollar mecanismos de articulación con los gobiernos regionales y locales y la sociedad civil para la implementación, desarrollo y seguimiento de las políticas y normas nacionales y sectoriales en construcción y saneamiento;
z) Coordinar con otros sectores y entidades la ejecución de acciones vinculadas a la política sectorial de construcción y saneamiento;
aa) Brindar asesoría técnica a los titulares de los sectores de construcción y saneamiento del Ministerio;
bb) Coordinar y promover la participación del sector privado y la sociedad civil para el desarrollo, aplicación y cumplimiento de las políticas sectoriales y demás instrumentos normativos en construcción y saneamiento;
cc) Proponer y supervisar mecanismos para la promoción de la inversión privada y el desarrollo del mercado inmobiliario, así como la disminución de la informalidad en materia de construcción;
dd) Elaborar y proponer la política nacional y sectorial en materia de régimen contractual y supervisión de la calidad en la construcción y saneamiento;
ee) Promover el fortalecimiento institucional y desarrollo de capacidades en la aplicación de las políticas sectoriales en materias de construcción y saneamiento;
ff) Coordinar la implementación, supervisión, evaluación y seguimiento de las políticas, planes, programas y proyectos en sus materias de competencia;
gg) Emitir opinión, coordinar y colaborar con las entidades públicas y privadas vinculadas en la ejecución de programas y proyectos en materia de construcción y saneamiento;
hh) Supervisar y evaluar el cumplimiento de la normativa sectorial de construcción y saneamiento;
ii) Cumplir con otras funciones que le asigne el Viceministro de Construcción y Saneamiento, el Ministro y la ley.",reprocesado desde PDF extra: VIVIENDA.pdf,ok,,3f843aab2a1285258a2cadf7,direccion general de politicas y regulacion en construccion y saneamiento,Dirección General de Políticas y Regulación en Construcción y Saneamiento
213,23400.0,36300.0,11476_ministerio_de_vivienda_construccion_y_saneamiento_vivienda_rof.pdf,rofs_peru/pdfs/extras/VIVIENDA.pdf,centralizada,Dirección General de Programas y Proyectos en Construcción y Saneamiento,"MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",Dirección General,Despacho Viceministerial de Construcción y Saneamiento,"Son funciones de la Dirección General de Programas y Proyectos en Construcción y Saneamiento, las siguientes: a) Proponer lineamientos para la gestión y seguimiento a la ejecución de los programas y proyectos en las materias de construcción y saneamiento; b) Promover, coordinar, gestionar, integrar y consolidar la ejecución de los programas, proyectos, entre otros, en el marco de su competencia; c) Aprobar o proponer metodologías e instrumentos técnicos para la gestión y ejecución de los programas y proyectos; d) Brindar apoyo en la promoción y coordinación para la gestión de los programas y proyectos, entre otros, en las materias de su competencia; e) Elaborar propuestas para la definición, integración, creación, modificación o liquidación de proyectos en el ámbito de su competencia; f) Contribuir con el fortalecimiento de las capacidades en los gobiernos regionales y locales, fomentar la gestión comunal y la participación ciudadana; g) Proponer mecanismos de coordinación y articulación interinstitucional e intergubernamental para la gestión y ejecución de programas y proyectos; h) Conducir y supervisar las estrategias de intervención en el ámbito de los gobiernos regionales y locales para la ejecución de proyectos de inversión; i) Proponer y coordinar la elaboración de programas y proyectos, con participación de asociaciones público - privadas para promover la construcción de viviendas e intervenciones en infraestructura y equipamiento para el desarrollo de centros poblados; j) Brindar apoyo para la identificación y priorización de las intervenciones a través de programas y proyectos, en el ámbito de su competencia; k) Conducir y supervisar las acciones de ejecución de los programas, proyectos, entre otros, en el marco de su competencia; l) Promover, asesorar y participar en la formulación e implementación de la gestión por procesos, simplificación administrativa y mejora continua, en el marco de la normatividad vigente; m) Diseñar e implementar estrategias orientadas a promover una cultura organizacional en el Ministerio; n) Formular, proponer, supervisar y evaluar las políticas sectoriales bajo su competencia, de conformidad con la política nacional; o) Formular, coordinar, ejecutar y supervisar las funciones asignadas relacionadas con la ejecución de programas y proyectos en construcción y saneamiento; p) Formular, proponer, desarrollar, coordinar e implementar mecanismos de articulación interinstitucional e intergubernamental para la gestión y ejecución de los programas y proyectos del Sector; q) Supervisar y evaluar el cumplimiento de los programas y proyectos en las materias de construcción y saneamiento; r) Dictar normas, lineamientos y procedimientos técnicos para la ejecución de los programas y proyectos en construcción y saneamiento; s) Brindar asistencia técnica y capacitación en temas relacionados con la ejecución de los programas y proyectos en construcción y saneamiento a los gobiernos regionales y locales; t) Promover la investigación, desarrollo y transferencia tecnológica relacionada con la construcción y saneamiento; u) Coordinar con los organismos públicos y privados relacionados con la ejecución de los programas y proyectos en construcción y saneamiento; v) Proponer y coordinar acciones para el fortalecimiento de capacidades institucionales en las materias a su cargo; w) Restituyen, cuando corresponda, las acciones de gestión destinadas a la mejora continua de los procesos vinculados a sus funciones; x) Realizar el seguimiento y evaluación de los indicadores definidos para el cumplimiento de las metas y objetivos sectoriales relacionados con la ejecución de programas y proyectos en construcción y saneamiento; y) Las demás funciones que le asignen la normativa vigente y las que le encargue el Viceministro de Construcción y Saneamiento.",reprocesado desde PDF extra: VIVIENDA.pdf,ok,,a3dfc9a511d6ae5515ba91be,direccion general de programas y proyectos en construccion y saneamiento,Dirección General de Programas y Proyectos en Construcción y Saneamiento
